Tweet_count,Username,Text,Created At,Retweets,Likes
684,Tamara 🫶🏽,Crying because I miss the Olympics💔,Mon Aug 19 23:09:56 +0000 2024,0,0
685,🍊 Trumpwon2020,"Part. 2

Olympics - men posing as women have sky rocketed in 2024! 

Did you recognize any of them as women?

https://t.co/TL9DTNSbvZ...

#Trans #MaleToFemale #Transgender  #Olympics #TransOlympics #Olympics2024 #WokeOlympics https://t.co/IkgUZqbhJr",Mon Aug 19 23:09:57 +0000 2024,0,0
686,The Failing NY Times,Olympic athletes are AVERAGE??,Mon Aug 19 23:09:46 +0000 2024,0,2
687,Jirachy,@hollywoodnut @LudwigAhgren this tweet is gonna be evidence when the olympics sue ludwig,Mon Aug 19 23:09:45 +0000 2024,0,2
688,Space Drip,This game is so fun and hilarious. This should be in the Olympics,Mon Aug 19 23:09:37 +0000 2024,0,1
689,colm murphy,"Tess Finch-Lees: It hasn’t gone away you know, Paris Olympics proved ignoring Covid is not a winner
🤦‍♂️ https://t.co/jV0C5INtso",Mon Aug 19 23:09:37 +0000 2024,0,0
690,MACKY RAT,"#mondaythoughts - this week our #comedy #podcast takes a trip into the #WokeMindVirus with #SnowWhite and evil professor #rachelgunn aka #Raygun and her scam to take a free vacation while also embarrassing #Australia at the #Olympics! A good time!

https://t.co/vPQ3kPtKSu",Mon Aug 19 23:09:29 +0000 2024,0,1
691,Billy Bryant,@LarryTaunton She was watching the shit show at the Olympics.....and said it was wonderful,Mon Aug 19 23:09:30 +0000 2024,0,0
692,RSelvog,This thread on Olympic fashion reimagined ❤️,Mon Aug 19 23:09:28 +0000 2024,0,0
693,❂ Yübbîę Umoh ❂,"No Olympian is average.  That's the point of the Olympics.

Unless you're from Australia.",Mon Aug 19 23:09:24 +0000 2024,0,2
694,Trace Gallagher,What sport would you add to the Los Angeles Olympics in 2028? https://t.co/Wk7YIHjOFy,Mon Aug 19 23:09:15 +0000 2024,2,25
695,melanie pears,@5shezz4 thats an olympic medal winning effort right there,Mon Aug 19 23:09:02 +0000 2024,0,2
696,rush☯️♟️🪙,"@Tanglefoot490 @Braden_LFC Introduce urself to something called comparative context. Eg: when people use olympic sized swimming pools to show capacity

Crazy how u intentionally missed the pt of the argument I'm making to focus on an analogy I used to show how little work 🤡 Hughes is doing for a huge pay",Mon Aug 19 23:08:44 +0000 2024,0,0
697,Mumbrella News,"QMS sales head says Olympics have given industry a boost amidst ‘dreary market’
#Paris2024
https://t.co/k7iFx4Tpt5",Mon Aug 19 23:08:43 +0000 2024,0,1
698,MJ,@CapeColoureds @creepydotorg @Olympics Wow.  But they deleted it!,Mon Aug 19 23:08:41 +0000 2024,0,0
699,Chip Rickard,@ChrisRGibbs She was on all the time during the Olympics. TFG was conspicuous by his absence.,Mon Aug 19 23:08:35 +0000 2024,0,0
700,Damian at The Other Side,So on @TripleMBrisbane this morning  (the station I was News Director at in ancient times) the breakfast team’s female host suggested taking the $1bn for the Olympics and putting it into subsidising housing.  She thought she could give everyone about $150k until co-host pointed,Mon Aug 19 23:08:34 +0000 2024,27,205
701,Doug Graham,&amp;lt;p&amp;gt;U.S. Olympic gold-winning swimmer Lilly King received a surprise poolside proposal at the Olympic swimming trials.&amp;lt;/p&amp;gt;. https://t.co/LP9vsReDNt,Mon Aug 19 23:08:19 +0000 2024,0,0
702,Brendan Rourke,This is what I’ve been saying. People that don’t follow Olympic sports year round don’t understand that USA Football has had a flag team for years.,Mon Aug 19 23:08:18 +0000 2024,0,1
703,The Phil Dann Show 1490AM WWPR Mon-Fri 8-9AM Tampa,"Caitlin Clark broke Ticha Penicheiro's rookie assist record, which had stood since 1998, the league's second year of existence.
Girls just gotta have fun!
weird that she wasn't good enough to go to the Olympics...Right? https://t.co/Ff1RF8CZrk",Mon Aug 19 23:08:17 +0000 2024,0,0
704,Backboard Banter,"NEW BLOG POST NOW OUT!!! 🎉🎉🎉

Reflecting on the USA Men's Basketball Team's Olympic Journey 

https://t.co/slMB5pK8rl

#USA #mensbasketball #USAmensbasketball #Olympics2024 #blogoftheday #blog #post",Mon Aug 19 23:08:14 +0000 2024,1,2
705,Play it Again Sports // Decatur,We need your used olympic plates! We pay cash! #getpaid #cash #northdecatur  #fitness #weights https://t.co/T2OgjJehwd,Mon Aug 19 23:08:13 +0000 2024,0,0
706,Kevin Sjuts,"Jordan Larson's four Olympic medals are the most among all indoor volleyball players in USA history.  Larson recently won silver in Paris, capping her legendary Olympic career.

She is the GOAT.

""I've done everything that I could in my power to be the best that I could be."" https://t.co/piKhKPZa4i",Mon Aug 19 23:08:13 +0000 2024,29,567
707,Harry Burger 😷✊🏻📎🌻,"@LockedOutKate @cutejewelryst @Liberalism2021 YOU can't get help until you acknowledge that NOBODY is safe from this virus, regardless of health or physical condition; we just saw it wreck a bunch of Olympic athletes.
Keep rolling the dice &amp; it's bound to come up snake-eyes sooner or later. 2/",Mon Aug 19 23:08:04 +0000 2024,0,0
708,ComeSailAway,"@JacsonBevens Yeah, if he would have trained for Olympics instead of NFL, the man would have won multiple medals.",Mon Aug 19 23:08:01 +0000 2024,0,0
709,Mr. Sufi,@ShireenMazari1 Coz Olympic medal is different. Why didn’t he win an olympic medal in Tae Kwondo?,Mon Aug 19 23:07:58 +0000 2024,0,0
710,Chris,"@PHShriver Sorry Pambo 🤣.  BTW they used to play advantage 3rd sets (no TB ergo London Olympics), and it was better, almost as good as 3 out of 5 😉🙏😊.",Mon Aug 19 23:07:58 +0000 2024,0,0
711,ingmar bergben,This was the best moment of the whole Olympics for me. Instantly went from “can she do it?” To “…she’s doing it!”,Mon Aug 19 23:07:56 +0000 2024,0,0
712,Cass 🍉,PEAKKKK,Mon Aug 19 23:07:51 +0000 2024,0,0
713,King 👑 🇺🇸,@TMZ They ain’t risking careers for the Olympics homie,Mon Aug 19 23:07:47 +0000 2024,0,1
714,Will The Special Olympic Athlete,@olcrimson Well that could be a problem because I own fubo,Mon Aug 19 23:07:46 +0000 2024,0,0
715,sweet honey,I wish my country competed in the Olympics ˚‧º·(˚ ˃̣̣̥⌓˂̣̣̥ )‧º·˚,Mon Aug 19 23:07:35 +0000 2024,0,0
716,Barbara Pierson,@realTrumpNewsX You have no idea what you are talking about. By the way…your Olympic performance was irresponsible singing and dancing. You created a mess…and I could barely watch as it was so bad.,Mon Aug 19 23:07:34 +0000 2024,0,0
717,Maryanne Kehoe,@duncanjourno @Olympics @Paris2024 Duncan I totally agree with you. That child is marked for life-and didn't do anything wrong. In the meantime this clown gets to compete in the Olympics and wins  a medal. I dated a Dutch man for several years (long before Ken and I got back together) and the Netherlands DOES have,Mon Aug 19 23:07:34 +0000 2024,0,0
718,🇺🇸🕊️🟧 #FireHorse,"@imPenny2x Retarted is not a word used in decent society 2024. This word is discriminatory and hurts people with disabilities.
The global mental health system asked the world to stop using the word 50 years ago. This word was extinguished with the creation of the Special Olympics. 🙏💔😢",Mon Aug 19 23:07:28 +0000 2024,0,1
719,☆ vera!!! ☆,"@mauriziopiras85 @LunarLeahhhh 1: one piece is all about fighting for equality and ignoring eachothers identities and appearances, and also theres a trans character in the show
2: the boxer from the olympics was born female, just, women have testosterone too, some more, some less. youre aware google exists ya?",Mon Aug 19 23:07:17 +0000 2024,0,0
720,carlotting,Do they know the Olympics are over? What is cauldron thing,Mon Aug 19 23:07:14 +0000 2024,0,1
721,(K) Females Unite USA,"This is what we deal with daily as women.

Men whose main goal is to devalue everything women do and stand for.

The symbol made with the fingers that make an X was a Female Olympic Boxers cry for help and protest for being forced to fight a man in the boxing ring in the most",Mon Aug 19 23:07:08 +0000 2024,0,3
722,Olympic-Level Badbitch Fumbler 🥇,"The less self confidence you have, the better an artist you are. Crazy",Mon Aug 19 23:06:58 +0000 2024,0,0
723,l_,@calebbsides Hygiene Olympics,Mon Aug 19 23:06:56 +0000 2024,0,0
724,Bubbajonz,Boxer Imane Khelif shows off new ‘makeover’ after Olympic gender row https://t.co/TkHK4meg9m,Mon Aug 19 23:06:55 +0000 2024,1,2
725,Sathya,"Save time. Download Inshorts, India's highest rated news app, to read news in 60 words.
https://t.co/2SXyySgyxZ
#Olympics #AnandMahindra 
@anandmahindra thinks money can buy olympic medals !!!
Just as the non-biological specimen believes fancy dresses makes him qualified PM !!! https://t.co/WAt56p6Bz4",Mon Aug 19 23:06:54 +0000 2024,0,0
726,The Neighborhood Publicist,"Nike uses trends. Druski is in their latest social content, Kai Cenat, and they just used the sound of the dude singing on TikTok about US Men’s basketball in the Olympics.",Mon Aug 19 23:06:49 +0000 2024,3,19
727,Elmo_Girl,Omar. C’mon. I just took off my Captain America suit when the Olympics ended (it has to be dry cleaned for the Paralympics next week),Mon Aug 19 23:06:42 +0000 2024,0,0
728,Scott Seibel,@BettyBowers @charliekirk11 Especially after they failed their own test during the Olympics,Mon Aug 19 23:06:40 +0000 2024,0,1
729,Estrella de la manana rosada,@TRUMP_ARMY_ The thing is that the Olympics are over. So they must have more sensational headlines to survive CNN.,Mon Aug 19 23:06:40 +0000 2024,0,0
730,Ken Oath 🇦🇺,"@MikeSMillerArt @MattWallace888 And the funniest thing about the Olympics is that our THREE most popular sports aren't even in the Olympics, denying the Olympics many of our best athletes.",Mon Aug 19 23:06:37 +0000 2024,0,14
731,BeyondHell,"@THATBOYMMAGURU Cejudo: 2 division champ and Olympic gold medalist. Pretty much saying ""fuck the bs pursue your life"".  

Usman: 👇 https://t.co/bdDJcnpXSl",Mon Aug 19 23:06:31 +0000 2024,0,4
732,AirFebreze,"@AMPARADOXXX @Demaaaris Saying this meanwhile Mariah has written Gospel, Pop, Soul, R&amp;B, Rap, Jazz, Alternative Rock, Country, Holiday music has hella Dance Remixes to her songs, she’s written movie soundtracks songs, she wrote a song for Obama, she wrote a song for the Olympics, she not the one.  🥱",Mon Aug 19 23:06:31 +0000 2024,0,0
733,Cory Danielson,Jaylen Brown gonna start for Atlantis in the next Olympics,Mon Aug 19 23:06:29 +0000 2024,0,0
734,Bibo225,@JakeSherman As a Celtics fan. I so want to pass on this. I am angry with him about the Olympics and his treatment of Tatum. But country over Celtics. Has to be. Has to be,Mon Aug 19 23:06:25 +0000 2024,0,1
735,jwjw0509,@MattWallace888 Pretty sure there are zero Olympic athletes who are “average” in their country.,Mon Aug 19 23:06:22 +0000 2024,0,0
736,Kickz,@zSneakerHeadz Jordan 7 Olympic,Mon Aug 19 23:06:21 +0000 2024,0,0
737,HopperSportsPerform,"Interestingly in an interview post Olympics/pre IM Frankfurt, Kristian Blummenfelt felt that looking back at his Olympic preparations he did too much threshold/capacity work and not enough high end work. His performance on the weekend definitely adds some substance to his beliefs",Mon Aug 19 23:06:20 +0000 2024,0,4
738,MEAT IS MADE IN HELL Ⓥ,@LKwarcinski @DelSchilling I am interested. Get there sister. Forge the alliance of vegan Greens for the future when you look back and think if there were regrets or not Laura K the Olympics hopeful https://t.co/cBCUYMgIYu,Mon Aug 19 23:06:17 +0000 2024,0,0
739,Mike Hunt,@itisnoahhh @goldenEIBmic @Riley_Gaines_ Do you have to make the Olympics to be considered “good” at something?,Mon Aug 19 23:06:16 +0000 2024,0,1
740,cogsoldier,"@CoolhandClint7 @bballforever_ It's not just about last season, but their basketball resumes in totality.

Not saying Tatum wasn't worthy of a significant spot, but in the Olympics coaches are constantly juggling line-ups to best fit against their match-ups.",Mon Aug 19 23:06:12 +0000 2024,0,0
741,Norflolgy,CBBT tweeter olympics https://t.co/Qgsn5xd1bh,Mon Aug 19 23:06:04 +0000 2024,0,6
742,Ariel Friedler,"Google Pulls Olympics-Themed Gemini AI Ad    
https://t.co/8BSh37RBSw",Mon Aug 19 23:06:00 +0000 2024,0,0
743,Dee Catnip,Highly Well Trained 💪🏅😺 #olympicscat #Olympics #catsofinstagram #catsreelsofinstagram #catsfollowers #catsagram #cats😻 #catsofinsta #catsvideo #catsoftiktok  #catsofyoutube #catsarethebest #cats #cats_features #catsvideogram #catshorts #catsmemes #catsreelsvideo #catstagram,Mon Aug 19 23:05:57 +0000 2024,0,0
744,coco jones side nigga,Idk that we realize how insane Letsile Tebogo Olympic performance was lmao,Mon Aug 19 23:05:53 +0000 2024,0,1
745,Market News 🗞️,@MarioNawfal Wait is this the Olympic Games?,Mon Aug 19 23:05:52 +0000 2024,0,0
746,Self Defense King,"@aspiringgymrat It's Olympic breakdancing 😂

The things you earn to win a round are the judges' votes. A judge could think you won 5 criteria or 3, it's the same vote. Except it's possible that the opponent's 2 criteria % outweigh your 3, and they'd get the vote. That's why they're not points",Mon Aug 19 23:05:52 +0000 2024,0,0
747,Chris Pronger,"19 years for five NHL teams and competing in the Olympic Games four times, required an extraordinary level of discipline and dedication. I committed myself to pushing the limits, knowing that consistency and discipline was the key to my longevity. https://t.co/2cBNLEmaPw",Mon Aug 19 23:05:36 +0000 2024,9,135
748,Vanilla Fudge,Anyone have good resource for training for triathlon? Olympic distance preferably.,Mon Aug 19 23:05:29 +0000 2024,0,0
749,Special Olympics TN,"Between now and September 1, you can vote for Special Olympics Tennessee to receive a grant from @Co_DistillingTN. You can vote once daily, so keep returning to show your support. Click here to vote: https://t.co/s7nk3GdDY8 https://t.co/GZW01UtQwv",Mon Aug 19 23:05:21 +0000 2024,1,4
750,Kenny,Hi @waDNR.  Looks like one of the Olympics is on fire?? https://t.co/AxYVcpTCeS,Mon Aug 19 23:05:13 +0000 2024,0,0
751,juan esteban cardona,Jimmy Kimmel''s Winter Olympics Look Nothing Like NBC''s. At least she stuck the landing. $BOME $XRP,Mon Aug 19 23:05:05 +0000 2024,0,0
752,Mel,Gothams lineup really lacking without its Olympic internationals… #NWSL,Mon Aug 19 23:05:00 +0000 2024,0,0
753,TheOptionsBully,"The Indiana Fever started out 1-8

Now they are almost at .500 and 7th place in the standings = Playoffs

Last 2 games they've blown out above .500 teams after being down showing they are learning and resilient and able to handle massive adversity...

Caitlin over the Olympics",Mon Aug 19 23:04:53 +0000 2024,0,0
754,Flaming BagOfCrap,@peacock I love turning on the app and rewatching my favorite Olympic sport of Breaking… Because it did happen… Even if you disgracefully try to erase those people’s hard work… And one who didn’t…,Mon Aug 19 23:04:51 +0000 2024,0,0
755,LJ,"@fulltimegump @yo_everything @NFL That’s what the olympic is. 🤷🏻‍♂️ The format of it, is nothing like real football.",Mon Aug 19 23:04:50 +0000 2024,0,0
756,Curtis Hudder,@DShulman_ESPN I’m glad you had an amazing time at the Olympics… but you can’t leave us ever again… we miss you too much 🥲 https://t.co/Y3dErU48wj,Mon Aug 19 23:04:48 +0000 2024,0,0
757,Kate_4728 Woman: Adult Human Female,@sharrond62 It’s utterly wrong and absolutely disgusting. Not only is this man cheating but those whose job it is to ensure the Olympic ideals are being fulfilled are aiding and abetting his cheating.,Mon Aug 19 23:04:47 +0000 2024,1,20
758,Jim Buff,"If you could compete in the Olympics, which sport would you choose?",Mon Aug 19 23:04:42 +0000 2024,0,0
759,Jessie,"@kccspelova Nah she’s already started a couple games before the Olympic break xx
But still crazy",Mon Aug 19 23:04:42 +0000 2024,0,0
760,DataIndex,"Number of medals won per million inhabitants at the
Paris 2024 Olympics:

🇬🇩 Grenada: 15.76
🇩🇲 Dominic: 13.63
🇱🇨 Saint Lucia: 11.06
🇳🇿 New Zealand: 3.80
🇧🇭 Bahrain: 2.67
🇯🇲 Jamaica: 2.12
🇦🇺 Australia: 1.99
🇳🇱 Netherlands: 1.92",Mon Aug 19 23:04:40 +0000 2024,0,1
761,ஓmicron,"@niks_1985 the issue is not wat projects go to which state, issue is PM stil acting as Gujarat CM and arm twistin important projects  diverting funds, olympics to gujarat. souh india, epsecially TN, devlopd with little support frm outside.",Mon Aug 19 23:04:34 +0000 2024,0,0
762,Im_Just_Sayin,No NFL teams will allow their players to participate in Olympic Flag Football with Training Camp right around the corner.,Mon Aug 19 23:04:33 +0000 2024,0,0
763,OneMadHillbilly,@GuntherEagleman They were competing in the special Olympics.,Mon Aug 19 23:04:30 +0000 2024,0,0
764,NoKnocks18784,@imUrB00gieman Is there supposed to be an opening show like the Olympics or am I thinking of something else?🤔,Mon Aug 19 23:04:27 +0000 2024,0,1
765,Freespeechusa,@joncoopertweets Look at all the special Olympics participants,Mon Aug 19 23:04:21 +0000 2024,0,0
766,Maryanne Kehoe,@WWesterveld1 @duncanjourno @Olympics @Paris2024 Wilfred I don't know if you have kids or not but if you do what if this was YOUR child? You would feel quite differently I bet.,Mon Aug 19 23:04:14 +0000 2024,0,1
767,.,"Hey @modsiwW, these are all fire but there were other Caribbean countries at the Olympics. Some even broke records, just a suggestion in case you choose to do other countries.",Mon Aug 19 23:04:14 +0000 2024,0,3
768,KillerMeganet,"@modsiwW Where tf is Greece, the Olympic posters???",Mon Aug 19 23:04:14 +0000 2024,0,0
769,Bunji of the Dark Moon,@frozenaesthetic @JustinWhang I'd rather be in the Pain Olympics. https://t.co/6UkdmTXHiZ,Mon Aug 19 23:04:09 +0000 2024,0,37
770,John Casey,"Super Bowl champion Patrick Mahomes wants to play flag football at the 2028 #Olympics 

Could #AFL #NRL &amp; #Rugby players follow 🤔

➡️ https://t.co/3aE1GUr3W1 https://t.co/t91V0kUDRg",Mon Aug 19 23:03:57 +0000 2024,0,3
771,G Zimmer,"@jimrome Costas only travels in his liberal bubble. Real Americans thought the Olympics had some great moments, but the woke opening set the tone for a meh 2 weeks. Costas needed a 3rd phone book to sit on to see all the action! 🤣🤣🤣",Mon Aug 19 23:03:57 +0000 2024,0,0
772,LiCHtsLiCH,"@MattWallace888 Olympians are not average. They are a testament to the gods, it's the Olympics. Are you like new or something?",Mon Aug 19 23:03:49 +0000 2024,0,1
773,"David Cares About Human Rights, Democracy & Peace","@BlisterPearl I was appalled by the # of AI commercials during the Olympics. I see some advantages, I suppose, but not many.",Mon Aug 19 23:03:25 +0000 2024,0,1
774,TMZ,NFL Working To Get Players In Olympic Flag Football   |  Click to read more 👇 https://t.co/uw3QZXpzoy,Mon Aug 19 23:03:24 +0000 2024,14,49
775,Mutinyspirit,@lexiescarina better than ive seen in some gymnastics from from olympics,Mon Aug 19 23:03:24 +0000 2024,0,1
776,𝔸𝕧𝕒,"Notice all of @JustinTrudeau X posts are not about achievements . They are all about meeting with people and taking photos everywhere he goes. Posts about about Olympics,St Johns Regatta,posts about festivals. ZERO achievements. He has none. He is a complete failure. https://t.co/IQ3DQMKSIb",Mon Aug 19 23:03:22 +0000 2024,1,1
777,TEHTEHV 💛🇺🇲,"@ComptineW @idunhavedrugs @mainvocaIkook @minniesplumlips @begforgivenesss @dondapinks @GhoulPinks But here you all are.  you go to tiktok, almost 1 million people have used the sound. Also, in Youtube, how many Who Reaction videos and short videos are there?? Ig same thing,  stores, malls, the Olympic, soccer, and baseball fields. Are they gp or one of the 90 million army?",Mon Aug 19 23:03:22 +0000 2024,0,0
778,Tim Duncan,@JoeBiden Maybe for the Special Olympics...,Mon Aug 19 23:03:21 +0000 2024,0,0
779,Justin Basch,"That was much different, the 2021 World Championships was a full World Championships, not a Non-Olympic weights event.  

The Tokyo Olympics being pushed into summer of 2020 just made it look different, and all Olympic Medalists had the auto right to the World Team spot.",Mon Aug 19 23:03:21 +0000 2024,0,10
780,YesIAm,Olimpic champion @Simone_Biles Refuse to take a picture with Gold medal winner #MarileidyPaulino at @Olympics when she asked.. #SimoneBilesPicture,Mon Aug 19 23:03:17 +0000 2024,0,0
781,‎ ִֶָ,gisele at the opening of the rio 2016 olympics https://t.co/DyZc4Jic8n,Mon Aug 19 23:03:14 +0000 2024,0,0
782,Hendy,"@TheSurvivors_US Technically you can. You just have to become an Olympics level mental gymnast who specializes in cognitive dissonance. 

Good thing Mary didn’t believe in abortion. Talk about an awkward moment her and god would have had. lol 

Adam and Mary doomed everyone. 😂",Mon Aug 19 23:03:02 +0000 2024,0,3
783,pinkcatredux,"@PhDs4Freedom @MikeRay_22 @CultureCrave @Variety according to a company being investigated for fraud, whose client she knocked out of the Olympic running. use your brain please!",Mon Aug 19 23:02:54 +0000 2024,0,0
784,ChicChicChic,"This thread will brighten up your day.

1. Olympic gymnast Zhou Yaqin was spotted helping out at her family's business back in China just a week after winning silver in Paris. https://t.co/G14WoPP0ra",Mon Aug 19 23:02:51 +0000 2024,0,0
785,CAPTAIN JACK SNOW,@KeenanPeachy Seriously I was just thinking the other day if the Olympics was bad (which it was) you know that the DNC convention has to go above and beyond that for demonic demonstration purposes.,Mon Aug 19 23:02:44 +0000 2024,0,1
786,Trump Won,@ElijahSchaffer somebody missed the olympics 🤷‍♂️,Mon Aug 19 23:02:36 +0000 2024,0,0
787,🤷‍♂️,@TheFalseNein Muapay needs to stay in PL cus these 2 going back and forth weekly for the shithouse olympics is gonna be amazing 🙏,Mon Aug 19 23:02:42 +0000 2024,0,2
788,🇦🇺 | 🐺,"Team USA was trying so hard to ruin the Celtics during the Olympics

- Starting Holiday over Tatum
- Giving Tatum DNPs
- Calling up Derrick White over Jaylen Brown
- Playing White over Tatum

They doing their best to prevent a dynasty",Mon Aug 19 23:02:36 +0000 2024,0,6
789,JAPAN Forward,"JUST PUBLISHED on #JAPANForward ✨
EDITORIAL | Merci! Paris Gave Us the Olympics As They Were Meant to Be 
https://t.co/SQiUgcJXmW",Mon Aug 19 23:02:33 +0000 2024,0,1
790,Josecool,"Recovery session after win in league opener 
The clock is already ticking. The blaugranes have now set their sights on the game on Saturday against Athletic Club at home. The match will be this season's competitive debut at home in front of all the fans at the Estadi Olympic. https://t.co/foOYiWIVML",Mon Aug 19 23:02:13 +0000 2024,0,0
791,𝓥𝓛,@froyomara 2028 Olympics,Mon Aug 19 23:02:12 +0000 2024,0,1
792,Dark Man Lex,@Brita_Be_Like @Kyla_Lacey Red lip is solid.,Mon Aug 19 23:02:09 +0000 2024,0,0
793,Tru Ster,@BehizyTweets I hope the Olympics take for him for all his worth in that lawsuit against his brand PRIME,Mon Aug 19 23:02:06 +0000 2024,0,0
794,TheRobinHoodPulpit,@PolitiBunny The special Olympics VP,Mon Aug 19 23:02:06 +0000 2024,0,0
795,Your friendly Nebulian Technician,"Nebulian Olympics
[concerned girlfriend noises] https://t.co/qenHl376mA",Mon Aug 19 23:02:01 +0000 2024,25,262
796,heidi b,@DGComedy @Simone_Biles @Simone_Biles has the BEST smile. And that tooth jewelry she wore at the Olympics just sparkled!,Mon Aug 19 23:02:00 +0000 2024,0,0
797,LSU Track & Field,"In Vernon Norwood We Trust. 🗽🇺🇸

During the 2024 Paris Olympics, @Vernon400m tied Sylvia Fowles for the most Olympic medals in LSU history with four. https://t.co/gU8mGdPhAp",Mon Aug 19 23:01:56 +0000 2024,64,678
798,Tomorrowland,"The blend of ideologies here is incredible. How can they possibly know who or what they’re even protesting against? It’s just one big struggle session for supremacy over who is lowest on the totem pole. 

The Oxymoron Olympics.",Mon Aug 19 23:01:53 +0000 2024,0,4
799,Trask Middle School,Let’s the games begin!!!! #traskmiddle staff participated in the Olympics today! https://t.co/xEA2ZpuYN9,Mon Aug 19 23:01:51 +0000 2024,0,0
800,cdawg,"@Pincessmaryj @LeLaker 🙄…Kelsey is an extremely selfish player who only until after the Olympic break understands now, the importance of passing, rebounding, and being a team player! Caitlin is a point guard with a pass first, shoot second mentality who is focused on winning! Facts!",Mon Aug 19 23:01:50 +0000 2024,0,0
801,🇧🇸🇵🇷 Kitts,"I think, regionally, we should do more to develop swimming.

The Bahamas proves itself, over and over, to be able to produce exceptional youth-aged swimmers, but those numbers become very small for adults. Suriname’s only Olympic medals have been in swimming.

All of the top 5",Mon Aug 19 23:01:50 +0000 2024,1,7
802,Juan Anchundia,@VoxYehudi @redsteeze And Olympic champions,Mon Aug 19 23:01:47 +0000 2024,0,0
803,2A#1,@MessmersSoldier @Fuggoffatron @TruBluMarin @KeneAkers @DanLandis14 You watched the Olympics? Lmaoooo,Mon Aug 19 23:01:45 +0000 2024,0,0
804,Our Lady Help of Christians Eltham,"𝐂𝐥𝐚𝐬𝐬𝐫𝐨𝐨𝐦 𝐇𝐚𝐩𝐩𝐞𝐧𝐢𝐧𝐠𝐬 (𝐘𝐞𝐚𝐫 𝟐) - 𝐎𝐥𝐲𝐦𝐩𝐢𝐜 𝐂𝐢𝐧𝐪𝐮𝐚𝐢𝐧 𝐏𝐨𝐞𝐦𝐬

Our Year 2 students showcasing their creative writing skills with these fantastic cinquain poems about the Olympics. 

#olhc #school #eltham #primaryschool #education #classroom https://t.co/bmMQX80cwX",Mon Aug 19 23:01:38 +0000 2024,0,0
805,The Bro Dad,"@barstoolsports He gonna be watching mahomes throws TD’s from his couch. 

It’s the Olympics. The best of the best are there.",Mon Aug 19 23:01:26 +0000 2024,0,1
806,Amy G,@Olympics @Paris2024 @TeamCanada Proud moments,Mon Aug 19 23:01:25 +0000 2024,0,0
807,romanpaladino,"@LVBizMan @Leeloo_Fox @Come_Oon_Man @thetonymichaels @charliekirk11 You do know that Imane had lost 9 bouts prior to the Olympics, right? She's not some indestructible force like you make her out to be. BTW, if a boxer wins the gold in the Olympics is because they have won every single fight. That's the way it goes. How do you not know that?",Mon Aug 19 23:01:21 +0000 2024,0,1
808,Selassie K. 🇬🇭🇷🇼🇿🇦🇨🇳,"@JoyNewsOnTV Come on, let's be serious here, 3 million USA dollars? 

Eeei, if it were to be the Olympics dier, like GBC go hold more cash ruf. 🙆‍♂️",Mon Aug 19 23:01:19 +0000 2024,0,0
809,TMZ Sports,NFL Working To Get Players In Olympic Flag Football   |  Click to read more 👇 https://t.co/nwv4ZulyZu,Mon Aug 19 23:01:17 +0000 2024,7,19
810,Kaliope,"This entire thread about getting the French Olympic chocolate muffins 🥰😀❤️ 
Who in the USA can get them for a pop up??",Mon Aug 19 23:01:07 +0000 2024,0,0
811,Rockin_Polos,@ShitpostGate Can I ask the olympic guy to switch with me so I can sit next to @RealAlexJones ?,Mon Aug 19 23:00:52 +0000 2024,0,0
812,Support Free Speech,"@mkhammer Pretty sure this is what @JDVance was talking about when said the Democrats are anti-children and anti-family.

This isn't like getting a goofy tattoo to remember your Olympic experience. You're celebrating nominating a communist by sterilizing yourself? 🤡",Mon Aug 19 23:00:50 +0000 2024,0,0
813,Special Olympics BC,"Happy #WorldPhotographyDay! Experience the joy of Special Olympics BC in photos! 📸

➡️ Find more awesome photos: https://t.co/XWATzNNAP1 https://t.co/Amw9xF3rge",Mon Aug 19 23:00:50 +0000 2024,2,4
814,UMD Football,"1⃣0⃣ Days til kickoff!

Player Spotlight: Jacob Mogensen

Q: What's an Olympic sport that doesn't exist, but should?

A: Spike Ball!!! I could definitely represent USA🇺🇸

#EarnIt // #BulldogCountry // #100DayCountdown https://t.co/iaKan8xSXf",Mon Aug 19 23:00:26 +0000 2024,4,15
815,Teddy Evansdale,@ShadeYEG @kruellakraken Didn't she win the Stripper Olympics last year?,Mon Aug 19 23:00:44 +0000 2024,0,1
816,Don calzone,@Mendeedee1 @Elizabetmore7 That's how he got the job covering the Olympics I guess,Mon Aug 19 23:00:26 +0000 2024,0,0
817,Tony Rosado,Very sad episode at the Olympics where they decided to go with a volunteer to interpret Amharic-English during a press conference. 🙄 Aberra Tariku on LinkedIn https://t.co/92ZJynWp70,Mon Aug 19 23:00:26 +0000 2024,0,1
818,Erin is obsessed with the Olympics!!!,@humaneventslive @JackPosobiec Love her reactions!,Mon Aug 19 23:00:17 +0000 2024,0,0
819,BusinessDaily,"Nzola Miranda: Sustainability lessons for Kenya from Paris Olympics 

https://t.co/VzLkni9HUL",Mon Aug 19 23:00:13 +0000 2024,1,0
820,California Transit Association,Los Angeles Has Promised a ‘Car-Free’ Olympics in 2028. Can It Do It? Read more: https://t.co/upLMlz5DFw,Mon Aug 19 23:00:10 +0000 2024,3,3
